model,dataset,fpr,tpr,threshold
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.08013737836290784,0.2591508052708638,0.5111472895243401
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.0824270177447052,0.2591508052708638,0.5092510397953185
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.08299942759015455,0.26061493411420206,0.5090996429798258
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.08299942759015455,0.26207906295754024,0.508590902422389
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.0835718374356039,0.2679355783308931,0.5083035742677491
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.0835718374356039,0.26939970717423134,0.5080832686727867
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.08414424728105323,0.26939970717423134,0.5080791879916596
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.08414424728105323,0.27232796486090777,0.507836400113402
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.08700629650829994,0.27232796486090777,0.5063225569968096
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.08815111619919863,0.27232796486090777,0.5061300902258397
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09101316542644533,0.27232796486090777,0.5044205465347037
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09101316542644533,0.2752562225475842,0.5043226185706472
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09158557527189468,0.2752562225475842,0.5034517562235226
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09158557527189468,0.2767203513909224,0.5032314012968131
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09215798511734402,0.2767203513909224,0.5026301835993716
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09273039496279337,0.2781844802342606,0.5016386885635576
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09387521465369204,0.2840409956076135,0.5012695858584988
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09444762449914139,0.2840409956076135,0.5005401920039778
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09559244419004007,0.2840409956076135,0.5003048196395435
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09559244419004007,0.28550512445095166,0.5002610641010478
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09616485403548941,0.2869692532942899,0.5002529137321736
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09673726388093876,0.2869692532942899,0.4998776154629996
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09673726388093876,0.2884333821376281,0.4997438821760627
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.09845449341728678,0.2884333821376281,0.4988609425977859
