model,dataset,precision,recall,threshold
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29213483146067415,0.9897510980966325,0.1617838447198675
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2922611327280588,0.9897510980966325,0.1634039025333337
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29195501730103807,0.9882869692532943,0.1638200712391732
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.292081350064907,0.9882869692532943,0.1642568625328776
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2922077922077922,0.9882869692532943,0.1644596413141073
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29233434387180596,0.9882869692532943,0.1649452941479478
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2920277296360485,0.986822840409956,0.1655947119947644
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29215431296055483,0.986822840409956,0.166079277178162
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29228100607111884,0.986822840409956,0.1666602030724279
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2924078091106291,0.986822840409956,0.1671488477743488
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2925347222222222,0.986822840409956,0.167325569731182
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29222752930959617,0.9853587115666179,0.1681562690500544
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29235447437011297,0.9853587115666179,0.1682045110515819
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29248152976966535,0.9853587115666179,0.1682078668321232
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2926086956521739,0.9853587115666179,0.1694280381627455
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29273597216180947,0.9853587115666179,0.1696030268948402
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2928633594429939,0.9853587115666179,0.1707630606993475
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.29255550718328255,0.9838945827232797,0.172324317939072
Logistic A-only,Primary ID-isolated Wave 3 common subset,0.2928104575163399,0.9838945827232797,0.173611801289538
